policy_number,transaction_id,premium_date,amount,payment_method,status,org_code
LNL0000205,4E6FCFE2E589EAB1,2026-03-01,176.05,CHECK,PAID,lnl
LNL0000205,54DCB134E283193F,2026-01-30,176.05,CREDIT_CARD,PENDING,lnl
LNL0000205,074C220862A6910A,2025-12-31,176.05,CHECK,PAID,lnl
LNL0000206,A7955EAF36497A31,2026-03-01,894.70,EFT,RETURNED,lnl
LNL0000206,56E1B49B8365317C,2026-01-30,894.70,CHECK,PAID,lnl
LNL0000206,1B8BF41EBD292C55,2025-12-31,894.70,EFT,PENDING,lnl
LNL0000207,49DB3EC2A96F0553,2026-03-01,351.07,CHECK,PAID,lnl
LNL0000207,8423136E74F8071C,2026-01-30,351.07,CHECK,PENDING,lnl
LNL0000207,583C762A8CB5FD05,2025-12-31,351.07,CHECK,PAID,lnl
LNL0000208,DC6B1FB07CEF35C6,2026-03-01,432.71,CHECK,RETURNED,lnl
LNL0000208,06275E3C1E4FE6F8,2026-01-30,432.71,EFT,RETURNED,lnl
LNL0000208,A8B6B41159D6CC1E,2025-12-31,432.71,CHECK,PAID,lnl
LNL0000209,52C195AE226EC5E4,2026-03-01,192.84,EFT,PAID,lnl
LNL0000209,E392BB2A1DD332E0,2026-01-30,192.84,EFT,PAID,lnl
LNL0000209,090E1ACEF17F4C69,2025-12-31,192.84,CHECK,PAID,lnl
LNL0000210,2C14850936198654,2026-03-01,2369.23,CHECK,PAID,lnl
LNL0000210,F1DC3EF7F2B010DA,2026-01-30,2369.23,EFT,PAID,lnl
LNL0000210,F3DB081B468EB646,2025-12-31,2369.23,CHECK,PENDING,lnl
LNL0000211,FACA9AF0180E01ED,2026-03-01,227.53,CREDIT_CARD,PAID,lnl
LNL0000211,F28B9E4575F38072,2026-01-30,227.53,CREDIT_CARD,PAID,lnl
LNL0000211,ECB4954C19017277,2025-12-31,227.53,CHECK,PAID,lnl
LNL0000212,B6F60C5A615C3EF3,2026-03-01,492.10,CHECK,PAID,lnl
LNL0000212,29E013B85C768669,2026-01-30,492.10,CREDIT_CARD,PENDING,lnl
LNL0000212,C0E7233523762635,2025-12-31,492.10,CHECK,RETURNED,lnl
LNL0000213,67DB18AE6A585D9A,2026-03-01,1410.46,CREDIT_CARD,PAID,lnl
LNL0000213,8EAB8991262BC95D,2026-01-30,1410.46,CHECK,RETURNED,lnl
LNL0000213,712E4012926566E0,2025-12-31,1410.46,CHECK,PAID,lnl
LNL0000214,BB4E5B4C4D628DC3,2026-03-01,258.94,CREDIT_CARD,PAID,lnl
LNL0000214,0979D6EF0A7BECCE,2026-01-30,258.94,CREDIT_CARD,RETURNED,lnl
LNL0000214,E133B4B039AFE7B1,2025-12-31,258.94,CREDIT_CARD,RETURNED,lnl
LNL0000215,EA7F07FA395D13F2,2026-03-01,691.80,CHECK,PAID,lnl
LNL0000215,B7CA1B1C4C8F18EC,2026-01-30,691.80,EFT,RETURNED,lnl
LNL0000215,1AE61AC6C8C1DE19,2025-12-31,691.80,CHECK,RETURNED,lnl
LNL0000216,06A04D88DFAA48DD,2026-03-01,805.90,CHECK,RETURNED,lnl
LNL0000216,8CDA2BBF9DE1023E,2026-01-30,805.90,CHECK,PAID,lnl
LNL0000216,86C0F806A5950BD0,2025-12-31,805.90,EFT,PAID,lnl
LNL0000217,073FC3AD4A6F552B,2026-03-01,2644.98,CREDIT_CARD,PAID,lnl
LNL0000217,91B654BF2CEA6B6F,2026-01-30,2644.98,CREDIT_CARD,PAID,lnl
LNL0000217,DC35E738058D2E48,2025-12-31,2644.98,CREDIT_CARD,PAID,lnl
LNL0000218,3AEDD3C5A0A0F188,2026-03-01,168.14,CREDIT_CARD,PAID,lnl
LNL0000218,32A885944D6C5077,2026-01-30,168.14,CHECK,RETURNED,lnl
LNL0000218,A8DA1FC6275DE89B,2025-12-31,168.14,CREDIT_CARD,PAID,lnl
LNL0000219,58CC403FD8AA76CF,2026-03-01,976.56,CHECK,PAID,lnl
LNL0000219,B305795E8A4387F6,2026-01-30,976.56,CREDIT_CARD,RETURNED,lnl
LNL0000219,C998062EC2C735C5,2025-12-31,976.56,EFT,PAID,lnl
LNL0000220,2A58D7E7D11348D0,2026-03-01,566.26,CHECK,PAID,lnl
LNL0000220,4763841A79880C07,2026-01-30,566.26,CHECK,PAID,lnl
LNL0000220,8F3D90E7DB6D5074,2025-12-31,566.26,CHECK,PENDING,lnl
LNL0000221,6EEA120D084BFF95,2026-03-01,435.06,CHECK,RETURNED,lnl
LNL0000221,EEF64EE6A0D3306A,2026-01-30,435.06,CHECK,RETURNED,lnl
LNL0000221,3F3D130909EC8771,2025-12-31,435.06,CREDIT_CARD,PAID,lnl
LNL0000222,F4B374A44EF26B08,2026-03-01,171.98,CHECK,PAID,lnl
LNL0000222,CB0996A951FE3043,2026-01-30,171.98,EFT,PAID,lnl
LNL0000222,BCB477DAC1F22E73,2025-12-31,171.98,EFT,PAID,lnl
LNL0000223,906C661568198DC2,2026-03-01,1159.93,EFT,RETURNED,lnl
LNL0000223,97C28733184A0C7E,2026-01-30,1159.93,CHECK,PAID,lnl
LNL0000223,569C6EF79F9E6F05,2025-12-31,1159.93,CREDIT_CARD,RETURNED,lnl
LNL0000224,726DCCB2976D0E48,2026-03-01,1551.03,CREDIT_CARD,PENDING,lnl
LNL0000224,EB6A1C558961898A,2026-01-30,1551.03,EFT,PAID,lnl
LNL0000224,EDF48EF19DB10A45,2025-12-31,1551.03,CREDIT_CARD,RETURNED,lnl
LNL0000225,928622141DF4B059,2026-03-01,353.16,EFT,PAID,lnl
LNL0000225,016EC2F6F2DE65AA,2026-01-30,353.16,EFT,RETURNED,lnl
LNL0000225,02672407611402F5,2025-12-31,353.16,CREDIT_CARD,PAID,lnl
LNL0000226,FE5F0B992FF5D5B1,2026-03-01,155.47,EFT,PAID,lnl
LNL0000226,65216D7AC4B7FA47,2026-01-30,155.47,CHECK,PAID,lnl
LNL0000226,D5207863CCDF96DB,2025-12-31,155.47,EFT,PENDING,lnl
LNL0000227,7110FDC745F29D05,2026-03-01,175.59,CREDIT_CARD,RETURNED,lnl
LNL0000227,30A742E025C9CDDF,2026-01-30,175.59,EFT,RETURNED,lnl
LNL0000227,152C7F0A88A9CF8F,2025-12-31,175.59,CREDIT_CARD,RETURNED,lnl
LNL0000228,A95770B1097C7BDA,2026-03-01,3166.22,CREDIT_CARD,PAID,lnl
LNL0000228,CC0B1570825AE5A5,2026-01-30,3166.22,CREDIT_CARD,PAID,lnl
LNL0000228,E6160E79573EF95D,2025-12-31,3166.22,CREDIT_CARD,PAID,lnl
LNL0000229,DD11473BF391F800,2026-03-01,1270.98,EFT,PENDING,lnl
LNL0000229,A236D4D45F04FCB1,2026-01-30,1270.98,CREDIT_CARD,PAID,lnl
LNL0000229,A47B04325361600C,2025-12-31,1270.98,CREDIT_CARD,PAID,lnl
LNL0000230,C21A9D194065715D,2026-03-01,3279.33,CHECK,PAID,lnl
LNL0000230,51923E4BA6DAAFA9,2026-01-30,3279.33,CHECK,PAID,lnl
LNL0000230,F873137CFF2A677A,2025-12-31,3279.33,EFT,PAID,lnl
LNL0000231,0676802569515C7D,2026-03-01,2001.48,EFT,RETURNED,lnl
LNL0000231,410FAF285D237CE5,2026-01-30,2001.48,EFT,PAID,lnl
LNL0000231,4766672C9A9E90BA,2025-12-31,2001.48,EFT,PENDING,lnl
LNL0000232,49007984F6245CB1,2026-03-01,3904.64,CREDIT_CARD,PAID,lnl
LNL0000232,31C30E627C97168B,2026-01-30,3904.64,EFT,PENDING,lnl
LNL0000232,30D65B47A065FFA8,2025-12-31,3904.64,CREDIT_CARD,PAID,lnl
LNL0000233,64C5C1B9EBC13052,2026-03-01,181.04,EFT,PENDING,lnl
LNL0000233,BC6D2ACAD90FD346,2026-01-30,181.04,CHECK,RETURNED,lnl
LNL0000233,8E971102E544EA65,2025-12-31,181.04,CREDIT_CARD,PAID,lnl
LNL0000234,7B39E8805D9D9728,2026-03-01,1714.04,EFT,RETURNED,lnl
LNL0000234,42E4C6D57D209EF9,2026-01-30,1714.04,CREDIT_CARD,PAID,lnl
LNL0000234,AF49553520459B18,2025-12-31,1714.04,CHECK,PAID,lnl
LNL0000235,3E25C187414C4965,2026-03-01,570.31,CREDIT_CARD,PAID,lnl
LNL0000235,A759C3C07CE472D8,2026-01-30,570.31,EFT,PENDING,lnl
LNL0000235,24AA0362810A4CA7,2025-12-31,570.31,CHECK,RETURNED,lnl
LNL0000236,3D936D949D725BEA,2026-03-01,649.12,CHECK,PAID,lnl
LNL0000236,FDFF8B90F0222E63,2026-01-30,649.12,EFT,PAID,lnl
LNL0000236,47E5C3BD617C733D,2025-12-31,649.12,CREDIT_CARD,PAID,lnl
LNL0000237,C03A56F42595EC18,2026-03-01,1099.78,EFT,PAID,lnl
LNL0000237,9154432356DDC835,2026-01-30,1099.78,EFT,RETURNED,lnl
LNL0000237,F4E96CB97940FA9C,2025-12-31,1099.78,CHECK,PAID,lnl
LNL0000238,BD5EC384C539FD4E,2026-03-01,80.13,EFT,PAID,lnl
LNL0000238,37F87EDF29085A89,2026-01-30,80.13,CREDIT_CARD,RETURNED,lnl
LNL0000238,D1EF2D0AA6664335,2025-12-31,80.13,CHECK,PAID,lnl
LNL0000239,DE6950EFE28D8115,2026-03-01,1492.85,CHECK,PENDING,lnl
LNL0000239,51D64686069BA43D,2026-01-30,1492.85,EFT,PAID,lnl
LNL0000239,C59C2A0C29E3A925,2025-12-31,1492.85,CHECK,PENDING,lnl
LNL0000240,9F491275D6B82577,2026-03-01,4696.03,EFT,PENDING,lnl
LNL0000240,B44957327D628CF7,2026-01-30,4696.03,CHECK,PAID,lnl
LNL0000240,4BFF39A2A1E5F650,2025-12-31,4696.03,CREDIT_CARD,RETURNED,lnl
LNL0000241,48171EA25F0E636F,2026-03-01,61.89,EFT,PAID,lnl
LNL0000241,5AEF09228C516DF6,2026-01-30,61.89,CHECK,PAID,lnl
LNL0000241,44D022E709759C4A,2025-12-31,61.89,CHECK,PENDING,lnl
LNL0000242,A27ABC53F84AC5DA,2026-03-01,1589.39,CREDIT_CARD,PAID,lnl
LNL0000242,CE3683CB9D717D9A,2026-01-30,1589.39,CHECK,PAID,lnl
LNL0000242,2B20C5FA83FEF919,2025-12-31,1589.39,CREDIT_CARD,RETURNED,lnl
LNL0000243,7DACB9C2817C0990,2026-03-01,1211.85,CHECK,PAID,lnl
LNL0000243,B72EC72BB04AA27B,2026-01-30,1211.85,EFT,PAID,lnl
LNL0000243,FFF6CDB7DDB3A149,2025-12-31,1211.85,CHECK,PENDING,lnl
LNL0000244,F2FB09165812748D,2026-03-01,1959.61,CHECK,RETURNED,lnl
LNL0000244,1795EB0ABE50681F,2026-01-30,1959.61,CHECK,PENDING,lnl
LNL0000244,927178FAB9FA2634,2025-12-31,1959.61,CHECK,PAID,lnl
LNL0000245,57F0762EF8359AC9,2026-03-01,45.45,EFT,PAID,lnl
LNL0000245,94D339DED2D766E5,2026-01-30,45.45,CHECK,PAID,lnl
LNL0000245,B7BFD4F67E9DB518,2025-12-31,45.45,EFT,PAID,lnl
LNL0000246,26B04E97EC1F1B4E,2026-03-01,210.94,CHECK,PAID,lnl
LNL0000246,070A389AC9FF4C2F,2026-01-30,210.94,CREDIT_CARD,PAID,lnl
LNL0000246,8C40112D1FA3AF8F,2025-12-31,210.94,CREDIT_CARD,PAID,lnl
LNL0000247,C09D91EC40260F42,2026-03-01,2930.41,EFT,PAID,lnl
LNL0000247,F9C7FA5D46FB7CE2,2026-01-30,2930.41,CREDIT_CARD,RETURNED,lnl
LNL0000247,677EE9FEA289C7A3,2025-12-31,2930.41,EFT,PAID,lnl
LNL0000248,2070204884B6E072,2026-03-01,1138.93,CHECK,PAID,lnl
LNL0000248,D5CD255A6E9D30A7,2026-01-30,1138.93,EFT,PENDING,lnl
LNL0000248,E9621FB9B16EA332,2025-12-31,1138.93,CHECK,PAID,lnl
LNL0000249,1DDF82C8DE0E8F53,2026-03-01,129.35,CREDIT_CARD,PAID,lnl
LNL0000249,80301F99F0AB5095,2026-01-30,129.35,CREDIT_CARD,PAID,lnl
LNL0000249,7196DDFC057BB40C,2025-12-31,129.35,CHECK,PAID,lnl
LNL0000250,45B30573ADAFEB92,2026-03-01,2574.59,EFT,RETURNED,lnl
LNL0000250,706528AB0FEC4C26,2026-01-30,2574.59,CHECK,RETURNED,lnl
LNL0000250,FA498127B54BEF4D,2025-12-31,2574.59,CHECK,PAID,lnl
LNL0000251,6CB625FDF1A4C0F6,2026-03-01,1631.51,CREDIT_CARD,PENDING,lnl
LNL0000251,8B53DA3A86DFB9B2,2026-01-30,1631.51,CREDIT_CARD,RETURNED,lnl
LNL0000251,521DC6AFA9E9CA02,2025-12-31,1631.51,CREDIT_CARD,PAID,lnl
LNL0000252,4423D307F1356DB7,2026-03-01,336.09,CHECK,PAID,lnl
LNL0000252,B50B4F1E341366A9,2026-01-30,336.09,CHECK,PAID,lnl
LNL0000252,329443C7F5E42ABA,2025-12-31,336.09,CHECK,RETURNED,lnl
LNL0000253,64E0BA5AE4BBF147,2026-03-01,499.55,CREDIT_CARD,PAID,lnl
LNL0000253,101BF59FFB85C33B,2026-01-30,499.55,EFT,RETURNED,lnl
LNL0000253,DCC8AD04A8106941,2025-12-31,499.55,EFT,PAID,lnl
LNL0000254,9273E0244BF19284,2026-03-01,102.71,CHECK,PENDING,lnl
LNL0000254,AA885D289187BB8B,2026-01-30,102.71,EFT,PAID,lnl
LNL0000254,2F1B69FF6384758C,2025-12-31,102.71,CREDIT_CARD,PAID,lnl
LNL0000255,B9039911B132E2AA,2026-03-01,348.71,CHECK,PENDING,lnl
LNL0000255,86C8829652DB1865,2026-01-30,348.71,EFT,RETURNED,lnl
LNL0000255,707F6AB41E542293,2025-12-31,348.71,EFT,PAID,lnl
LNL0000256,38C84E21173E9631,2026-03-01,774.58,CREDIT_CARD,RETURNED,lnl
LNL0000256,3F082D08CEAD1D4D,2026-01-30,774.58,CHECK,RETURNED,lnl
LNL0000256,7BD73D380DB245CB,2025-12-31,774.58,CHECK,PAID,lnl
LNL0000257,EFF60F9250C6438D,2026-03-01,374.26,CREDIT_CARD,RETURNED,lnl
LNL0000257,47B0C38661A1DBD4,2026-01-30,374.26,EFT,PENDING,lnl
LNL0000257,ADCC37779FF03BB6,2025-12-31,374.26,CREDIT_CARD,PAID,lnl
LNL0000258,3E83E0E86153466F,2026-03-01,265.93,CREDIT_CARD,PAID,lnl
LNL0000258,0C135D6388FA1516,2026-01-30,265.93,CREDIT_CARD,PAID,lnl
LNL0000258,3349B70A0822CC0D,2025-12-31,265.93,CHECK,RETURNED,lnl
LNL0000259,F8CA9FB2467EBF86,2026-03-01,398.00,CREDIT_CARD,PAID,lnl
LNL0000259,F090AB323C507E01,2026-01-30,398.00,CREDIT_CARD,PENDING,lnl
LNL0000259,DFD4AEC5A66D5BE1,2025-12-31,398.00,EFT,PENDING,lnl
LNL0000260,8ECAECABF37231D9,2026-03-01,1518.91,EFT,RETURNED,lnl
LNL0000260,5DD4654CF53EBDF1,2026-01-30,1518.91,CREDIT_CARD,PENDING,lnl
LNL0000260,78BC242A053332DE,2025-12-31,1518.91,EFT,PENDING,lnl
LNL0000261,3881558B3F62B74F,2026-03-01,55.74,EFT,PAID,lnl
LNL0000261,AA2B97705C95411A,2026-01-30,55.74,CREDIT_CARD,PENDING,lnl
LNL0000261,D04BA895AB14D858,2025-12-31,55.74,CHECK,RETURNED,lnl
LNL0000262,3131644CB58904F4,2026-03-01,1532.45,CREDIT_CARD,RETURNED,lnl
LNL0000262,7E86925EE3944D6D,2026-01-30,1532.45,EFT,RETURNED,lnl
LNL0000262,1C4407472C9B3FFD,2025-12-31,1532.45,EFT,PAID,lnl
LNL0000263,B01D823644CDF7D7,2026-03-01,573.74,CREDIT_CARD,PENDING,lnl
LNL0000263,FABDCD3391236343,2026-01-30,573.74,EFT,RETURNED,lnl
LNL0000263,F68163F9EBEC03DB,2025-12-31,573.74,EFT,RETURNED,lnl
LNL0000264,FA488DCFD776F85F,2026-03-01,1143.73,CHECK,PAID,lnl
LNL0000264,AC92AB2E394C95C7,2026-01-30,1143.73,EFT,PAID,lnl
LNL0000264,7262ED5CB04E5EB7,2025-12-31,1143.73,CREDIT_CARD,RETURNED,lnl
LNL0000265,4C9A6AFA8BD01F2C,2026-03-01,545.68,CREDIT_CARD,RETURNED,lnl
LNL0000265,B2F58AEAAA3F72E0,2026-01-30,545.68,CREDIT_CARD,PENDING,lnl
LNL0000265,0EF68F17EBC74C7B,2025-12-31,545.68,CHECK,PENDING,lnl
LNL0000266,872942860984D431,2026-03-01,647.51,EFT,PAID,lnl
LNL0000266,1981707B77CDAF21,2026-01-30,647.51,EFT,PAID,lnl
LNL0000266,AACC94104ACF97B0,2025-12-31,647.51,CREDIT_CARD,PENDING,lnl
LNL0000267,7A2F318D8D619C07,2026-03-01,1379.05,CREDIT_CARD,PENDING,lnl
LNL0000267,1D3961F05E64A02A,2026-01-30,1379.05,EFT,PENDING,lnl
LNL0000267,F73228BF677480CF,2025-12-31,1379.05,CREDIT_CARD,PAID,lnl
LNL0000268,445D85C885AD2626,2026-03-01,280.16,EFT,PENDING,lnl
LNL0000268,B011D8F2DCEA446C,2026-01-30,280.16,CHECK,PAID,lnl
LNL0000268,75AA48B3127DCE5B,2025-12-31,280.16,CREDIT_CARD,PAID,lnl
LNL0000269,79FF092094558FC2,2026-03-01,2128.31,CREDIT_CARD,PAID,lnl
LNL0000269,74D4F110EB1B7C2B,2026-01-30,2128.31,CREDIT_CARD,PENDING,lnl
LNL0000269,A242672389575D07,2025-12-31,2128.31,CREDIT_CARD,PENDING,lnl
LNL0000270,3142638DD668321F,2026-03-01,96.48,CREDIT_CARD,PAID,lnl
LNL0000270,0D309C8D368343F8,2026-01-30,96.48,CHECK,PAID,lnl
LNL0000270,040CF0FF2C74D114,2025-12-31,96.48,EFT,PENDING,lnl
LNL0000271,542103C7E2AB78DB,2026-03-01,124.33,EFT,PAID,lnl
LNL0000271,2923EC7072780829,2026-01-30,124.33,CHECK,PENDING,lnl
LNL0000271,4305C60B923FE926,2025-12-31,124.33,CHECK,RETURNED,lnl
LNL0000272,3B7A20AA81F101D7,2026-03-01,1229.58,CHECK,PAID,lnl
LNL0000272,FA1A2BE36FE05AB7,2026-01-30,1229.58,CHECK,RETURNED,lnl
LNL0000272,AD572391F7ED4217,2025-12-31,1229.58,EFT,PAID,lnl
LNL0000273,2C582DF44319F5F1,2026-03-01,238.07,CREDIT_CARD,PENDING,lnl
LNL0000273,7CB55972E563BA10,2026-01-30,238.07,CHECK,RETURNED,lnl
LNL0000273,E02B78E1268305C7,2025-12-31,238.07,EFT,RETURNED,lnl
LNL0000274,4BEFDA467D89BAA9,2026-03-01,1831.00,CREDIT_CARD,PENDING,lnl
LNL0000274,4DDA7DB59914647D,2026-01-30,1831.00,CREDIT_CARD,RETURNED,lnl
LNL0000274,070DA5860729E761,2025-12-31,1831.00,EFT,PAID,lnl
LNL0000275,9B7602A52C90F70B,2026-03-01,326.24,EFT,PAID,lnl
LNL0000275,0341E9A3276D152C,2026-01-30,326.24,CHECK,PAID,lnl
LNL0000275,ED4688F039F3F001,2025-12-31,326.24,CREDIT_CARD,PAID,lnl
LNL0000276,3BF8D2FA37024FCB,2026-03-01,547.06,CHECK,RETURNED,lnl
LNL0000276,749B8709C001EE63,2026-01-30,547.06,CREDIT_CARD,PAID,lnl
LNL0000276,CB8FFE2664971EEB,2025-12-31,547.06,CREDIT_CARD,PAID,lnl
LNL0000277,83AD605B7AC8715F,2026-03-01,793.67,CREDIT_CARD,PENDING,lnl
LNL0000277,C085861241B234AD,2026-01-30,793.67,CREDIT_CARD,RETURNED,lnl
LNL0000277,4446608E9369BB8C,2025-12-31,793.67,CREDIT_CARD,RETURNED,lnl
LNL0000278,C23BCDB250CF7812,2026-03-01,108.17,CREDIT_CARD,RETURNED,lnl
LNL0000278,CE9C876AFF22CC79,2026-01-30,108.17,CHECK,PENDING,lnl
LNL0000278,F1900BB1EC0DAA49,2025-12-31,108.17,EFT,PAID,lnl
LNL0000279,A003CAC3E6E233CB,2026-03-01,392.84,CREDIT_CARD,PAID,lnl
LNL0000279,EC3B218410D8D11C,2026-01-30,392.84,CHECK,RETURNED,lnl
LNL0000279,317051D4E3688642,2025-12-31,392.84,CREDIT_CARD,PENDING,lnl
LNL0000280,0B6BC74C3F2674B1,2026-03-01,3334.37,CHECK,PAID,lnl
LNL0000280,980C26A5917E4E83,2026-01-30,3334.37,CHECK,PAID,lnl
LNL0000280,D9E4216CE33CA7F5,2025-12-31,3334.37,CREDIT_CARD,PAID,lnl
LNL0000281,3DE6081F2314773C,2026-03-01,1333.71,CREDIT_CARD,PENDING,lnl
LNL0000281,CD2771AB15F647EC,2026-01-30,1333.71,CREDIT_CARD,RETURNED,lnl
LNL0000281,59BEE255CE67B966,2025-12-31,1333.71,CHECK,PENDING,lnl
LNL0000282,170B248DCA26B943,2026-03-01,297.11,CREDIT_CARD,PAID,lnl
LNL0000282,1CA41E7E8902BE31,2026-01-30,297.11,EFT,PAID,lnl
LNL0000282,1CC9BEAD396E4935,2025-12-31,297.11,EFT,PAID,lnl
LNL0000283,EBCF55031947EA2A,2026-03-01,720.01,CHECK,PAID,lnl
LNL0000283,870142DCF84574A8,2026-01-30,720.01,EFT,PENDING,lnl
LNL0000283,9B629909BE239301,2025-12-31,720.01,EFT,PAID,lnl
LNL0000284,F8F4DD38800027EF,2026-03-01,3093.58,EFT,PENDING,lnl
LNL0000284,E0F0B95E848DAE2E,2026-01-30,3093.58,CHECK,PENDING,lnl
LNL0000284,1E14A520F4F3E4E7,2025-12-31,3093.58,CREDIT_CARD,PAID,lnl
LNL0000285,8010B10E1A4173CE,2026-03-01,713.60,EFT,PAID,lnl
LNL0000285,39CD2D13FEC1733B,2026-01-30,713.60,CREDIT_CARD,PENDING,lnl
LNL0000285,BEF71A8E336D0300,2025-12-31,713.60,EFT,PENDING,lnl
LNL0000286,6D249D676988AD08,2026-03-01,255.37,EFT,RETURNED,lnl
LNL0000286,96D33FF4922A91CF,2026-01-30,255.37,EFT,PAID,lnl
LNL0000286,A34B7D3EEC1DEC7C,2025-12-31,255.37,CHECK,PAID,lnl
LNL0000287,6DC50A773B34FBFB,2026-03-01,583.21,CHECK,PAID,lnl
LNL0000287,2CCC7B820988F9BC,2026-01-30,583.21,CHECK,PAID,lnl
LNL0000287,99C518A965714475,2025-12-31,583.21,CHECK,PAID,lnl
LNL0000288,27BF0F82511DC7F9,2026-03-01,225.83,CREDIT_CARD,PAID,lnl
LNL0000288,6FF80C761876FE4B,2026-01-30,225.83,EFT,PAID,lnl
LNL0000288,7CA69AA44FD87895,2025-12-31,225.83,EFT,PAID,lnl
LNL0000289,00B143494D468656,2026-03-01,160.36,CHECK,PENDING,lnl
LNL0000289,5E6CF49DD05CAB87,2026-01-30,160.36,EFT,PAID,lnl
LNL0000289,E0AEA9032BA662A7,2025-12-31,160.36,CREDIT_CARD,PAID,lnl
LNL0000290,9CF570B18FD6E17E,2026-03-01,2158.54,EFT,PENDING,lnl
LNL0000290,68C0D19A8A6319FF,2026-01-30,2158.54,CREDIT_CARD,PAID,lnl
LNL0000290,765BEBFDAC528684,2025-12-31,2158.54,EFT,PAID,lnl
LNL0000291,45EC90AF506B7B26,2026-03-01,1179.38,CHECK,PAID,lnl
LNL0000291,30025C52F9BC03B7,2026-01-30,1179.38,CHECK,PAID,lnl
LNL0000291,BBA6D257F6C72162,2025-12-31,1179.38,CREDIT_CARD,PAID,lnl
LNL0000292,43DE1971CEF18D6D,2026-03-01,1286.23,CREDIT_CARD,RETURNED,lnl
LNL0000292,EE48A4630750FD26,2026-01-30,1286.23,CREDIT_CARD,PAID,lnl
LNL0000292,C0B9A37D4E41FDDA,2025-12-31,1286.23,CREDIT_CARD,PAID,lnl
LNL0000293,1B5AA76434C96A0E,2026-03-01,182.02,CREDIT_CARD,PAID,lnl
LNL0000293,F63AE82A14B27635,2026-01-30,182.02,CHECK,PAID,lnl
LNL0000293,936F56281039AB08,2025-12-31,182.02,CHECK,PAID,lnl
LNL0000294,75A6A678CD319C7B,2026-03-01,244.97,CHECK,RETURNED,lnl
LNL0000294,AE8EE50C4CD5A845,2026-01-30,244.97,EFT,RETURNED,lnl
LNL0000294,A03720E995EAF4AC,2025-12-31,244.97,EFT,PENDING,lnl
LNL0000295,19E9085F36E8C234,2026-03-01,164.58,EFT,PENDING,lnl
LNL0000295,CFD1CCDA103B28D5,2026-01-30,164.58,CREDIT_CARD,PAID,lnl
LNL0000295,3E23E5C8F11E4E6F,2025-12-31,164.58,CREDIT_CARD,PENDING,lnl
LNL0000296,394015DE1218E0F3,2026-03-01,290.01,CHECK,PAID,lnl
LNL0000296,92ABA9E97AF145E0,2026-01-30,290.01,CHECK,PAID,lnl
LNL0000296,329E24F14E81DE4A,2025-12-31,290.01,CHECK,PAID,lnl
LNL0000297,55E8FBA87EA75E2B,2026-03-01,1657.01,CREDIT_CARD,PAID,lnl
LNL0000297,0A73BF503FF4A309,2026-01-30,1657.01,CHECK,PAID,lnl
LNL0000297,6F3AD00DFD8399D7,2025-12-31,1657.01,CREDIT_CARD,PAID,lnl
LNL0000298,B97BC280606C5102,2026-03-01,779.21,EFT,PAID,lnl
LNL0000298,FCBF2D77CDC57AA0,2026-01-30,779.21,CHECK,PENDING,lnl
LNL0000298,2806BB6D266950AD,2025-12-31,779.21,CREDIT_CARD,PAID,lnl
LNL0000299,3C875F5F46EF5A51,2026-03-01,406.62,CHECK,RETURNED,lnl
LNL0000299,4DEAFDE173AACDAC,2026-01-30,406.62,CREDIT_CARD,PAID,lnl
LNL0000299,214E1645B2EF0D62,2025-12-31,406.62,CREDIT_CARD,PAID,lnl
LNL0000300,1BC709DE17A5A915,2026-03-01,776.61,EFT,PAID,lnl
LNL0000300,6422D6D7594E9914,2026-01-30,776.61,CHECK,RETURNED,lnl
LNL0000300,25DFE32CF93B9BB5,2025-12-31,776.61,CHECK,PENDING,lnl
LNL0000301,6A87926F12E26E46,2026-03-01,380.95,CHECK,PAID,lnl
LNL0000301,57799FE647B6E7B7,2026-01-30,380.95,CREDIT_CARD,PENDING,lnl
LNL0000301,9181393FCA55C6F0,2025-12-31,380.95,EFT,RETURNED,lnl
LNL0000302,F7F02E0F98C09784,2026-03-01,518.77,CHECK,PENDING,lnl
LNL0000302,C03556E081D4A146,2026-01-30,518.77,CREDIT_CARD,PAID,lnl
LNL0000302,97578FFDFF18DEEC,2025-12-31,518.77,CHECK,PAID,lnl
LNL0000303,B95575C8A2E1508B,2026-03-01,206.51,CREDIT_CARD,RETURNED,lnl
LNL0000303,4D47B9F7920D0A00,2026-01-30,206.51,CHECK,PAID,lnl
LNL0000303,EA0A2E540B03F0BF,2025-12-31,206.51,EFT,PENDING,lnl
LNL0000304,981EC1F46127EF8D,2026-03-01,3371.80,CHECK,PAID,lnl
LNL0000304,459D9A97AFB4F66D,2026-01-30,3371.80,CREDIT_CARD,PAID,lnl
LNL0000304,38B83A3B9F2765F8,2025-12-31,3371.80,CREDIT_CARD,PAID,lnl
LNL0000305,CFCA089AB5499E6D,2026-03-01,917.96,CHECK,PAID,lnl
LNL0000305,F9FB02FC5D387387,2026-01-30,917.96,EFT,PAID,lnl
LNL0000305,6292168C85A0C37D,2025-12-31,917.96,CREDIT_CARD,PAID,lnl
LNL0000306,0EB5D268675660C0,2026-03-01,2432.02,EFT,PAID,lnl
LNL0000306,1AD910ACA8FAEED8,2026-01-30,2432.02,CHECK,RETURNED,lnl
LNL0000306,EFFFF48EFA612870,2025-12-31,2432.02,CREDIT_CARD,PENDING,lnl
